round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-2,Minion-2,Servant-3,Minion-1,Servant-4,Servant-1
1,0.5,0.5,0.5,0.5,0.0,0.5
2,0.4571397304534912,0.5003005862236023,0.4571397304534912,0.4996994137763977,0.0,0.6000000238418579
3,0.46791407465934753,0.37125062942504883,0.15627016127109528,0.5320859551429749,0.0,0.7716028094291687
4,0.7613378763198853,0.17260044813156128,0.1571035087108612,0.5490935444831848,0.0,0.4509064257144928
4,0.7237259149551392,0.20257148146629333,0.1849852353334427,0.28872111439704895,0.0,0.7112788558006287
4,0.466153621673584,0.3849249482154846,0.6576587557792664,0.533846378326416,0.0,0.4509064257144928
4,0.7237259149551392,0.20257148146629333,0.1849852353334427,0.28872111439704895,0.0,0.7112788558006287
4,0.6096245050430298,0.20257148146629333,0.40508586168289185,0.28872111439704895,0.0,0.5949141383171082
